nom	id	theme	description
<Graphe>.PIImage	1410090894	gestion des graphes (syntaxe préfixée)	Définit l'image utilisée pour illustrer les données d'un graphe de type "Pourcentage imagé".
<Graphe>.PIValeurMaximale	1410090895	gestion des graphes (syntaxe préfixée)	Permet de spécifier la valeur maximale du graphe permettant de calculer automatiquement les pourcentages d'un graphe de type "Pourcentage imagé".
<Graphe>.PourcentageTrou	1410088090	gestion des graphes (syntaxe préfixée)	Modifie le pourcentage correspondant au rayon du trou d'un graphe de type : Beignet (Donut), Graphe circulaire de progrès.
<Graphe>.VignetteCatégorie	1410090892	gestion des graphes (syntaxe préfixée)	Initialise une image de catégorie dans les graphes de type Secteur, Beignet ou Hémicycle.
<Graphe>.WaffleTaille	1410090314	gestion des graphes (syntaxe préfixée)	Permet de définir le nombre de lignes et de colonnes d'un graphe de type Waffle.
<Graphe>.WaffleTypeCellule	1410090315	gestion des graphes (syntaxe préfixée)	Permet de définir la forme des cellules d'un graphe de type Waffle.
<Grille>.AjouteColonne	1410087389	manipulation des champs Grille (syntaxe préfixée)	Ajoute une nouvelle colonne dans un champ Grille.
<Grille>.AjouteLigne	1410087432	manipulation des champs Grille (syntaxe préfixée)	Ajoute une nouvelle ligne dans un champ Grille.
<Grille>.InsèreColonne	1410087437	manipulation des champs Grille (syntaxe préfixée)	Insère une nouvelle colonne dans un champ Grille.
<Grille>.InsèreLigne	1410087440	manipulation des champs Grille (syntaxe préfixée)	Insère une nouvelle ligne dans un champ Grille.
<Grille>.SupprimeColonne	1410087433	manipulation des champs Grille (syntaxe préfixée)	Supprime une colonne dans un champ Grille.
<Grille>.SupprimeLigne	1410087435	manipulation des champs Grille (syntaxe préfixée)	Supprime une ligne dans un champ Grille.
<Image>.AnimationChangeParamètre	3017006		
<Image>.AnimationChangeType	3017007		
<Image>.AnimationLitParamètre	3017008		
<Image>.CoordonnéeDepuisImage	1410088125		
<Image>.CoordonnéeVersImage	1410088124		
<Image>.DessineTexteMarkdown	1410089253	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte au format Markdown dans un champ Image.
<Image>.Différence	1410091283	dessin et de traitement des images (syntaxe préfixée)	Calcule la différence entre deux images en renvoyant une image en niveaux de gris permettant de visualiser les différences ainsi qu'un pourcentage de 
<Image>.Efface	1410090483	dessin et de traitement des images (syntaxe préfixée)	Efface le contenu d'un champ Image avec la couleur spécifiée.
<Image>.Flou	1410089006	dessin et de traitement des images (syntaxe préfixée)	Floute la totalité d'une zone donnée dans un champ Image.
<Image>.ModifieContraste	1410089003	dessin et de traitement des images (syntaxe préfixée)	Modifie le contraste d'une image contenue dans un champ Image.
<Image>.Redresse	1410089495	dessin et de traitement des images (syntaxe préfixée)	Transforme une image en la déformant.
<Image>.TexteHauteur	1410091517	dessin et de traitement des images (syntaxe préfixée)	Calcule la hauteur d'un texte en pixels.
<Image>.TexteLargeur	1410086771	dessin et de traitement des images (syntaxe préfixée)	Calcule la largeur d'un texte en pixels.
<Kanban>.Affiche	1410089620	gestion des champs Kanban (syntaxe préfixée)	Rafraîchit l'affichage d'un champ Kanban ou d'une carte d'un champ Kanban.
<Kanban>.AjouteCarte	1410089560	gestion des champs Kanban (syntaxe préfixée)	Ajoute une carte dans une liste d'un champ Kanban.
<Kanban>.AjouteListe	1410089621	gestion des champs Kanban (syntaxe préfixée)	Ajoute une nouvelle liste dans un champ Kanban.
<Kanban>.DéplaceCarte	1410089622	gestion des champs Kanban (syntaxe préfixée)	Déplace une carte dans un champ Kanban.
<Kanban>.DéplaceListe	1410089623	gestion des champs Kanban (syntaxe préfixée)	Déplace une liste de Kanban dans un champ Kanban.
<Kanban>.Enregistre	1410089624	gestion des champs Kanban (syntaxe préfixée)	Modifie l'enregistrement associé à la carte en cours dans le champ Kanban fichier.
<Kanban>.Filtre	1410089625	gestion des champs Kanban (syntaxe préfixée)	Affiche uniquement les cartes correspondant au filtre spécifié.
<Kanban>.IndiceListe	1410089629	gestion des champs Kanban (syntaxe préfixée)	Renvoie l'indice d'une liste présente dans un champ Kanban.
<Kanban>.InsèreCarte	1410089561	gestion des champs Kanban (syntaxe préfixée)	Insère une carte dans une liste de Kanban.
<Kanban>.InsèreListe	1410089626	gestion des champs Kanban (syntaxe préfixée)	Insère une liste de Kanban dans un champ Kanban.
<Kanban>.Occurrence	1410089627	gestion des champs Kanban (syntaxe préfixée)	Renvoie le nombre de cartes ou de listes dans un champ Kanban.
<Kanban>.SupprimeCarte	1410089630	gestion des champs Kanban (syntaxe préfixée)	Supprime une carte d'un champ Kanban ou d'un champ Liste de Kanban.
<Kanban>.SupprimeListe	1410089628	gestion des champs Kanban (syntaxe préfixée)	Supprime une liste de Kanban d'un champ Kanban.
<Kanban>.SupprimeToutCarte	1410089631	gestion des champs Kanban (syntaxe préfixée)	Supprime toutes les cartes d'un champ Kanban ou d'un champ Liste de Kanban.
<Lecteur PDF>.AfficheSignet	1410089536	gestion du champ Lecteur PDF (syntaxe préfixée)	Positionne le document PDF affiché dans le champ Lecteur PDF sur le signet demandé.
<Lecteur PDF>.AjouteFiligrane	1410087870		
<Lecteur PDF>.InfoXY	1000025359	gestion du champ Lecteur PDF (syntaxe préfixée)	Renvoie pour une position donnée dans un champ Lecteur PDF (coordonnées d'un point du champ) : soit le numéro de la page pour la position indiquée, so
<Lecteur PDF>.NbSignature	1410088155		
<Lecteur PDF>.RécupèreDateSignature	1410088156		
<Lecteur PDF>.RécupèreSignature	1410088158		
<Lecteur PDF>.Sauve	1000024900	gestion du champ Lecteur PDF (syntaxe préfixée)	Sauve le contenu d'un champ Lecteur PDF dans un fichier.
<Lecteur PDF>.Surligne	1000023545	gestion du champ Lecteur PDF (syntaxe préfixée)	Cherche un texte dans le document affiché par un champ Lecteur PDF et surligne les occurrences de ce texte dans le champ.
<Libellé>.AnimationChangeParamètre	3017009		
<Libellé>.AnimationChangeType	3017010		
<Libellé>.AnimationLitParamètre	3017011		
<Liste image>.ProcédureChargeImage	1410090913	gestion des champs Liste, Liste image et Combo (syntaxe préfixée)	Permet d'indiquer la procédure appelée lors de l'affichage d'une ligne d'un champ Liste image. Il est ainsi possible d'afficher une image calculée plu
<Liste de Kanban>.AjouteCarte	1410089484	gestion des champs Kanban (syntaxe préfixée)	Ajoute une carte dans une liste d'un champ Kanban.
<Liste de Kanban>.IndiceListe	1410089485	gestion des champs Kanban (syntaxe préfixée)	Renvoie l'indice d'une liste présente dans un champ Kanban.
<Liste de Kanban>.InsèreCarte	1410089486	gestion des champs Kanban (syntaxe préfixée)	Insère une carte dans une liste de Kanban.
<Liste de Kanban>.PositionListe	1410089487	gestion des champs Kanban (syntaxe préfixée)	Permet de faire défiler une liste d'un champ Kanban afin d'afficher une carte donnée.
<Liste de Kanban>.SupprimeCarte	1410089488	gestion des champs Kanban (syntaxe préfixée)	Supprime une carte d'un champ Kanban ou d'un champ Liste de Kanban.
<Liste de Kanban>.SupprimeToutCarte	1410089489	gestion des champs Kanban (syntaxe préfixée)	Supprime toutes les cartes d'un champ Kanban ou d'un champ Liste de Kanban.
<Menu>.AjouteMenuNavigateur	1410091027	gestion des menus (syntaxe préfixée)	Ajoute un nouveau menu dans un menu existant. Ce nouveau menu peut exécuter une procédure navigateur passée en paramètre.
<Menu>.AjouteOptionNavigateur	1410091028	gestion des menus (syntaxe préfixée)	Ajoute une nouvelle option de menu à la suite de la dernière option d'un menu (déroulant ou contextuel). Cette option de menu exécute une procédure na
<modbusSession>.Déconnecte	1000025954	Modbus (syntaxe préfixée)	Ferme la session Modbus.
<modbusSession>.EcritBit	1000025967	Modbus (syntaxe préfixée)	Écrit un ou plusieurs bits à une adresse précise dans un esclave Modbus.
<modbusSession>.EcritFlottant	1000026035	Modbus (syntaxe préfixée)	Ecrit une ou plusieurs flottants simple précision à partir d'une adresse précise dans un esclave Modbus.
<modbusSession>.EcritRegistre	1000026036	Modbus (syntaxe préfixée)	Ecrit un ou plusieurs registres (valeur 16 bits) à partir d'une adresse précise dans un esclave Modbus.
<modbusSession>.EnvoieTrameBrute	1410090468	Modbus (syntaxe préfixée)	Envoie une trame brute à un esclave Modbus. Il est ainsi possible de communiquer avec des automates qui disposent de fonctionnalités non-standards.
<modbusSession>.LitBit	1000026065	Modbus (syntaxe préfixée)	Lit un ou plusieurs bits à partir d’une adresse précise sur un esclave Modbus.
<modbusSession>.LitFlottant	1000026079	Modbus (syntaxe préfixée)	Lit un ou plusieurs flottants "simple précision" à partir d'une adresse précise dans un esclave Modbus.
<modbusSession>.LitRegistre	1000026080	Modbus (syntaxe préfixée)	Lit un ou plusieurs registres à partir d'une adresse précise dans un esclave Modbus.
<Page>.AffichePopup	1410087260	gestion des pages (syntaxe préfixée)	Affiche une page WEBDEV comme une popup dans la page courante avec un effet de GFI (Grisage des Fenêtres Inaccessibles).
<Page>.FermePopup	1410087261	gestion des pages (syntaxe préfixée)	Masque une page affichée en popup affichée dans la page via la fonction <Page>.AffichePopup.
<Panneau>.Détache	1000024407		
<Panneau>.Position	1000024408		
<Panneau dockable>.Active	1000024406		
<Panneau dockable>.Attache	1000024404		
<Planning>.CouleurFond	1000022922	gestion des champs Planning (syntaxe préfixée)	Fixe une couleur de fond sur une plage horaire d'un champ Planning présent dans une fenêtre (par exemple, plage horaire correspondant au déjeuner, à u
<redisConnexion>.Abonne	1410088279	gestion d'une base Big Data Redis (syntaxe préfixée)	Souscrit un abonnement à un canal de diffusion Redis.
<redisConnexion>.Affecte	1410088245	gestion d'une base Big Data Redis (syntaxe préfixée)	Modifie la valeur d'une clé sur un serveur Redis.
<redisConnexion>.Connecte	1410088280	gestion d'une base Big Data Redis (syntaxe préfixée)	Ouvre une connexion vers un serveur Redis (ou un cluster Redis).
<redisConnexion>.Désabonne	1410088281	gestion d'une base Big Data Redis (syntaxe préfixée)	Supprime un abonnement à un canal de diffusion Redis.
<redisConnexion>.ExécuteCommande	1410088282	gestion d'une base Big Data Redis (syntaxe préfixée)	Exécute une commande sur un serveur Redis et récupère le résultat.
<redisConnexion>.PipelineAjoute	1410088283	gestion d'une base Big Data Redis (syntaxe préfixée)	Ajoute une commande Redis dans un pipeline.
<redisConnexion>.PipelineRAZ	1410088284	gestion d'une base Big Data Redis (syntaxe préfixée)	Ignore les résultats de l'exécution d'une commande Redis ayant été ajoutée par la fonction <redisConnexion>.PipelineAjoute.
<redisConnexion>.PipelineRécupère	1410088285	gestion d'une base Big Data Redis (syntaxe préfixée)	Récupère le résultat de l'exécution d'une commande Redis ayant été ajouté par <redisConnexion>.PipelineAjoute.
<redisConnexion>.Publie	1410088286	gestion d'une base Big Data Redis (syntaxe préfixée)	Publie un message sur un canal de diffusion Redis.
<redisConnexion>.Récupère	1410088278	gestion d'une base Big Data Redis (syntaxe préfixée)	Récupère la valeur d'une clé sur un serveur Redis sous forme de chaîne.
<Ruban>.FinModeDéplié	1000020784		
<Source>.ActiveFiltre	1000023969	gestion HFSQL (syntaxe préfixée)	Active le filtre précédemment créé pour le fichier de données (la vue ou la requête) spécifié.
<Source>.ActiveFiltreAuto	1000024171	gestion HFSQL (syntaxe préfixée)	Active un filtre automatique sur les fichiers reliés lors du parcours d'un fichier XML.
<Source>.Ajoute	1000024187	gestion HFSQL (syntaxe préfixée)	Ajoute : l'enregistrement présent en mémoire dans le fichier de données (la requête ou la vue). l'enregistrement présent dans une variable de type Enr
<Source>.Alias	1000024191	gestion HFSQL (syntaxe préfixée)	Crée un alias logique d'un fichier de données (ou d'une requête) ou annule tous les alias existants.
<Source>.AnnuleDéclaration	1000024192	gestion HFSQL (syntaxe préfixée)	Permet de : Supprimer une déclaration précédemment faite avec les fonctions <Source>.Déclare, <Source>.DéclareExterne, <Source>.DécritFichier. Après c
<Source>.AnnuleRecherche	1000024193	gestion HFSQL (syntaxe préfixée)	Annule le critère de recherche en cours.
<Source>.AttacheMémo	1000024194	gestion HFSQL (syntaxe préfixée)	Permet d'associer un fichier à une rubrique de type mémo binaire ou d'annuler l'attachement existant entre un fichier et une rubrique binaire.
<Source>.Avance	1000024195	gestion HFSQL (syntaxe préfixée)	Avance de plusieurs enregistrements dans le fichier de données, à partir de la position en cours, selon une rubrique spécifiée.
<Source>.BloqueFichier	1000024196	gestion HFSQL (syntaxe préfixée)	Bloque un fichier de données et restreint l'accès à ce fichier de données pour tous les autres sites ou applications.
<Source>.BloqueNumEnr	1000024197	gestion HFSQL (syntaxe préfixée)	Bloque un enregistrement et restreint l'accès à cet enregistrement pour toutes les autres applications.
<Source>.ChangeClé	1000024198	gestion HFSQL (syntaxe préfixée)	Change la rubrique de parcours.
<Source>.ChangeConnexion	1000024199	gestion HFSQL (syntaxe préfixée)	Change dynamiquement la connexion associée à un fichier de données.
<Source>.ChangeLocalisation	1000024200	gestion HFSQL (syntaxe préfixée)	Modifie le mode de recherche des fichiers de données physiques (.FIC, .NDX, ...).
<Source>.ChangeMotDePasse	1000024591	gestion de HFSQL Client/Serveur (syntaxe préfixée)	Change le mot de passe d'un fichier de données HFSQL Classic ou HFSQL Client/Serveur.
<Source>.ChangeNom	1000024201	gestion HFSQL (syntaxe préfixée)	Modifie le nom physique d'un fichier de données.
<Source>.ChangeRep	1000024202	gestion HFSQL (syntaxe préfixée)	Modifie le chemin d'accès à un fichier de données (c'est-à-dire le répertoire dans lequel le fichier sera manipulé).
<Source>.ChangeRepJnl	1000024203	gestion HFSQL (syntaxe préfixée)	Modifie l'emplacement des fichiers du journal correspondant à un fichier de données HFSQL.
